Name,Action Date,Assigned to,Created time,Description,Files,Last edited time,Priority,Project Active,Project Status (rollup),Projects,Status,Time,URL,Valid (AI rule)
"와디즈 광고 시안 검토, 앱 푸시 광고 문구 변경","December 11, 2025",한명학,"December 11, 2025 8:18 PM",,,"December 11, 2025 8:19 PM",Medium,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,,,
New Task,,김은향,"December 11, 2025 9:53 PM",,,"December 11, 2025 9:54 PM",,No,,,Not started,,,
,,,"December 11, 2025 9:53 PM",,,"December 11, 2025 9:54 PM",,No,,,Not started,,,
"[dan1]안드로이드 비정상 종료 - 타이머 재개시 크러쉬나는문제 해결 ","December 12, 2025 → December 14, 2025",임단,"December 11, 2025 9:55 PM",,,"December 14, 2025 4:48 PM",High,No,,,Done,,,
[CoachOS/Phase 3] 관리자 기능 + Inner Loop 분석 구축,"December 20, 2025",김은향,"December 12, 2025 10:40 AM","LoopOS AI 코칭 시스템 Phase 3 범위 전체를 다루는 상위 태스크.

Phase 3 목표
- 회사 차원에서 코치/고객 데이터를 관리할 수 있는 관리자 기능 구축
- Inner Loop(섭식/정서/습관) 데이터 분석 및 시각화 기반 마련

포함 범위 (하위 구현 태스크는 별도 TASK-042~051로 분할 예정)
- 3.1 관리자 대시보드 (TASK-042~044)
  - 관리자 전용 라우트 (/coachOS/admin)
  - 코치/고객 전체 데이터 열람 UI
  - 코치 활동 통계 화면
- 3.2 코치 관리 (TASK-045~046)
  - 코치 계정 생성 플로우
  - 고객 배정 UI
- 3.3 Inner Loop 분석 대시보드 (TASK-047~049)
  - 수집 현황 대시보드
  - Loop 패턴 분석 (Binge 트리거, 고위험 시간대 등)
  - 데이터 내보내기 (CSV/JSON)
- 3.4 테스트 및 배포 (TASK-050~051)
  - Phase 3 통합 테스트
  - Phase 3 배포",,"December 16, 2025 11:25 PM",High,Yes,진행 중,coachOS AI CRM 시스템 – Phase 1 MVP 기초 (https://www.notion.so/coachOS-AI-CRM-Phase-1-MVP-8a71cf36f0784cf4b0b048832afea7e0?pvs=21),On Hold,오후,,
[CoachOS/Phase 2] 주간 코칭 + 이벤트 라벨링 구축,"December 18, 2025",김은향,"December 12, 2025 10:40 AM","LoopOS AI 코칭 시스템 Phase 2 범위 전체를 다루는 상위 태스크.

Phase 2 목표
- 주간 루틴 + Inner Loop 학습 데이터 수집
- 코칭 세션 녹음 기반 맥락 강화
- AssemblyAI를 이용한 녹음 → 텍스트 변환 및 요약 흐름 정착 (예상 비용: ~$50–90/월)

포함 범위 (하위 구현 태스크는 별도 TASK-027~041로 분할 예정)
- 2.1 코칭 세션 녹음 업로드 및 변환 (TASK-027~032)
  - 녹음 업로드 UI 및 Storage 업로드 흐름
  - Firestore 스키마 및 security rules 정리
  - AssemblyAI 변환 Function (한국어, 화자 분리, 폴링/Webhook)
  - GPT-4 요약 Function (주요 주제/인사이트/다음 주 포인트)
  - 코칭 세션 조회 UI 및 스크립트 다이얼로그
  - 변환 실패 시 수동 입력 fallback
- 2.2 AI 피드백 맥락 강화 (TASK-033~034)
  - AI 피드백 프롬프트에 신상정보 + 과제 + 코칭요약 + 장기요약 + 일기 통합
  - 과제 데이터 모델 + UI 설계
- 2.3 이벤트 라벨링 (TASK-035~037)
  - Binge/Overeat/Urge 이벤트 라벨링 UI
  - coachOS_binge_events 저장 구조 및 쓰기 로직
  - 이벤트 목록 조회
- 2.4 고객 장기 요약 (TASK-038~039)
  - GPT 기반 장기 요약 자동 갱신
  - 장기 요약 조회 UI
- 2.5 테스트 및 배포 (TASK-040~041)
  - Phase 2 통합 테스트
  - Phase 2 배포",,"December 15, 2025 11:54 PM",High,Yes,진행 중,coachOS AI CRM 시스템 – Phase 1 MVP 기초 (https://www.notion.so/coachOS-AI-CRM-Phase-1-MVP-8a71cf36f0784cf4b0b048832afea7e0?pvs=21),On Hold,오후,,
와디즈 체험 코칭 1건,"December 12, 2025",한명학,"December 12, 2025 10:57 AM",,,"December 12, 2025 4:16 PM",High,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
직원 업무 전달,"December 12, 2025",한명학,"December 12, 2025 10:58 AM",,,"December 12, 2025 4:16 PM",Medium,No,시작 전,[경영·운영] 경영 관리 (https://www.notion.so/1cd02596e9b949358700d91ac8b0eb77?pvs=21),Done,,,
"JEMI 디딤돌 사업 집행마감, 정산보고서 작성","December 16, 2025 → December 18, 2025",한명학,"December 12, 2025 12:00 PM",,,"December 18, 2025 3:59 PM",Medium,No,시작 전,[지원사업] 정부지원사업 (https://www.notion.so/99b6de294422477b8ce78dc9ba87ca6d?pvs=21),Done,,,
"워크북, 다이어리 표지 디자인 시안 검수, 및 수정 요청","December 12, 2025",한명학,"December 12, 2025 5:43 PM",,,"December 12, 2025 5:44 PM",Medium,No,시작 전,[콘텐츠] 워크북 제작 (https://www.notion.so/29e9c7e2a2864da295bbe365f5cc2bb4?pvs=21),Done,,,
와디즈 72시간 이벤트 새소식 내용 본문 작성 후 업로드,"December 12, 2025",한명학,"December 12, 2025 5:43 PM",,,"December 12, 2025 5:44 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
[LoopOS 데이터] Day 4 — Lite 스키마 데이터 투입 1차,"December 17, 2025",김은향,"December 12, 2025 8:20 PM","목표: 스키마를 실제 데이터로 괴롭히기(1차).
- 실제 식사 로그 10개를 Lite 스키마에 매핑
- 실제 감정일기 5개를 Lite 스키마에 매핑
완료 기준:
- 15개 예시가 각 어떤 Event / Episode / 기타 엔티티에 들어갔는지 표 또는 목록으로 정리되어 있을 것",,"December 15, 2025 11:54 PM",High,Yes,진행 중,[LoopOS 데이터] LoopOS 최소 선제 학습 (https://www.notion.so/LoopOS-LoopOS-24d5ea2f28ef4d5487b1bd20bc8e97ff?pvs=21),Not started,오후,,
[LoopOS 데이터] Day 3 — v0.1 동결 초안 만들기,"December 17, 2025",김은향,"December 12, 2025 8:20 PM","목표: 되돌릴 수 없는 최소 고정을 만든다.
- 코어 5개 엔티티의 이름 / 의미 / ID / 참조 규칙 초안 작성
- “v0.1에서 절대 바꾸지 않을 것” 리스트 작성
- “v0.2에서 승격할 것” 리스트 작성
완료 기준:
- 위 세 항목이 한 문서에 구조화되어 있을 것",,"December 16, 2025 11:24 PM",High,Yes,진행 중,[LoopOS 데이터] LoopOS 최소 선제 학습 (https://www.notion.so/LoopOS-LoopOS-24d5ea2f28ef4d5487b1bd20bc8e97ff?pvs=21),Not started,오후,,
[LoopOS 데이터] Day 1 — 개념 고정 세션 진행,"December 13, 2025",김은향,"December 12, 2025 8:20 PM","목표: 온톨로지를 정확한 언어로 말할 수 있게 만든다.
- 왜 Event / Episode / Action / Outcome이 분리되는지 정리
- “Action만이 인과 스위치”라는 문장을 본인 언어로 설명 문장으로 적기
- specVersion의 의미를 코드 레벨(필드 구조, 버저닝 방식)로 메모
완료 기준:
- 위 세 항목을 모두 문장으로 정리한 노트가 Notion/문서에 남아 있을 것",,"December 14, 2025 10:55 AM",High,Yes,진행 중,[LoopOS 데이터] LoopOS 최소 선제 학습 (https://www.notion.so/LoopOS-LoopOS-24d5ea2f28ef4d5487b1bd20bc8e97ff?pvs=21),Done,오후,,
[LoopOS 데이터] Day 5 — Lite 스키마 데이터 투입 2차 + v0.1 최종 동결,"December 20, 2025",김은향,"December 12, 2025 8:20 PM","목표: 스키마를 더 괴롭히고 v0.1을 최종 동결한다.
- 실제 코칭 개입 3개를 Lite 스키마에 매핑
- “애매한 필드 / Episode 경계 흔들림 / Outcome window 부족” 사례를 수집
- 위 피드백을 반영해 v0.1 최종안 업데이트
완료 기준:
- 코칭 개입 3개 매핑 예시와, 피드백 반영된 v0.1 스키마 노트가 남아 있을 것",,"December 17, 2025 3:02 PM",High,Yes,진행 중,[LoopOS 데이터] LoopOS 최소 선제 학습 (https://www.notion.so/LoopOS-LoopOS-24d5ea2f28ef4d5487b1bd20bc8e97ff?pvs=21),Not started,오후,,
[LoopOS 데이터] Day 6 — 최소 구현 시작,"December 17, 2025",김은향,"December 12, 2025 8:20 PM","목표: 온톨로지를 머릿속 구조가 아니라 실제 구현으로 내린다.
- 선택한 스토리지(Firestore / Supabase / JSON 파일 중 하나)에 최소 스키마 정의
- Event 생성 로직 최소 1개 구현
- ActionExecution 기록 로직 최소 1개 구현
- OutcomeMeasurement 저장 로직 최소 1개 구현
완료 기준:
- 실제로 Event / ActionExecution / OutcomeMeasurement가 생성·저장·조회되는 데모(또는 스크립트)가 존재할 것",,"December 12, 2025 8:30 PM",High,Yes,진행 중,[LoopOS 데이터] LoopOS 최소 선제 학습 (https://www.notion.so/LoopOS-LoopOS-24d5ea2f28ef4d5487b1bd20bc8e97ff?pvs=21),Not started,오후,,
[LoopOS 데이터] Day 2 — 엔티티 경계 깨보기,"December 14, 2025",김은향,"December 12, 2025 8:20 PM","목표: 헷갈리는 지점들을 일부러 부숴본다.
- 같은 상황을 두고 Event / Episode / LoopStateWindow로 각각 표현한 예시 5개 작성
- “이건 Event로 쓰면 안 된다” 리스트 작성
완료 기준:
- 예시 5개와 금지 리스트가 한 페이지에 정리되어 있을 것",,"December 14, 2025 10:55 AM",High,Yes,진행 중,[LoopOS 데이터] LoopOS 최소 선제 학습 (https://www.notion.so/LoopOS-LoopOS-24d5ea2f28ef4d5487b1bd20bc8e97ff?pvs=21),In progress,오후,,
"와디즈 체험후기 새소식 초안 ","December 14, 2025",한명학,"December 12, 2025 9:16 PM",,,"December 14, 2025 10:53 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
"와디즈 카드할부 등 구매 혜택 관련 새소식 초안 ","December 15, 2025",한명학,"December 12, 2025 9:16 PM",,,"December 15, 2025 11:07 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
외부비서 지우님 할일 정리 및 전달,"December 14, 2025",한명학,"December 12, 2025 9:17 PM",,,"December 15, 2025 11:38 PM",Medium,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Done,,,
프리랜서 코치 커피챗(김보윤님),"December 13, 2025 5:00 PM (GMT+9)",한명학,"December 12, 2025 9:18 PM",,,"December 14, 2025 11:16 AM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
[YouTube/W32] 대본 작성,"December 13, 2025",한명학,"December 12, 2025 10:57 PM","목적: 확정된 주제를 바탕으로 W32 유튜브 본편 영상 대본을 완성한다.
완료 조건:
- 인트로/본론/클로징 구조가 잡힌 전체 대본 작성
- 촬영 시 필요한 B-roll/화면 전환 등 메모 포함
- 은향에게 1차 검토 요청까지 완료
산출물:
- Notion 또는 문서 형태의 완성 대본 링크",,"December 14, 2025 5:34 PM",Medium,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Done,오후,,
[YouTube/W32] 썸네일 제작,"December 22, 2025",김은향,"December 12, 2025 10:57 PM","목적: W32 유튜브 영상의 메시지를 잘 전달하는 썸네일 이미지를 제작한다.
완료 조건:
- 썸네일 문구 1~2개 확정
- 최소 2안 이상 시안 제작 후 최종 1안 선택
- 최종 썸네일 파일(또는 Figma 링크) 준비 완료
산출물:
- 최종 썸네일 이미지 파일 또는 디자인 링크",,"December 16, 2025 11:24 PM",,No,,,Not started,오후,,
[YouTube/W32] 주제 선정,"December 13, 2025",김은향,"December 12, 2025 10:57 PM","목적: W32 유튜브 영상의 메인 주제를 결정하고 명학과 합의한다.
완료 조건:
- 후보 주제 최소 3개 리스트업
- 타겟 시청자/메시지 한 줄 요약 정리
- 최종 주제 1개 선정 후 명학에게 공유 완료
산출물:
- Notion 또는 메모에 정리된 주제 후보 리스트 및 최종 선택안 링크",,"December 13, 2025 4:04 PM",,No,,,Done,오후,,
[YouTube/W32] 영상 업로드,"December 17, 2025",한명학,"December 12, 2025 10:57 PM","목적: 완성된 W32 유튜브 영상을 채널에 업로드하고 기본 세팅을 마친다.
완료 조건:
- 영상 파일 업로드 완료
- 제목/설명/태그/썸네일 설정 완료
- 재생목록 추가 및 공개 스케줄 설정
산출물:
- 유튜브 최종 영상 URL",,"December 13, 2025 9:31 AM",Medium,No,,,Not started,오후,,
1:1 코칭&피드백,"December 13, 2025",한명학,"December 13, 2025 3:02 PM",,,"December 13, 2025 3:02 PM",High,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
프리랜서 코치 면접(김보윤님),"December 16, 2025 2:00 PM (GMT+9)","김은향, 한명학","December 14, 2025 11:16 AM",,,"December 16, 2025 3:39 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
와디즈 체험단 후기 작성 리마인드,"December 14, 2025",한명학,"December 14, 2025 1:09 PM",,,"December 14, 2025 1:18 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
프리랜서 코치 교육·자료 보안서약서 (NDA),"December 14, 2025",한명학,"December 14, 2025 4:41 PM",,,"December 14, 2025 4:41 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
"[dan2] ",,,"December 14, 2025 4:50 PM",,,"December 14, 2025 4:50 PM",,No,,,Not started,,,
[단님] 후보 태스크 1 – 꼭꼭 앱 Onboarding UI/UX,"December 9, 2025",임단,"December 14, 2025 5:15 PM","후보(단님)용 파일럿 태스크: 꼭꼭 앱 온보딩 UX v0.1 설계.

# 후보 태스크1. 꼭꼭 앱 Onboarding UI/UX 기획 구조 (v0.1)

## 목적 (Why)
- 사용자를 평가·진단하지 않는다
- 숫자/체중/칼로리 중심 사고를 차단한다
- 개인의 섭식·정서 루프를 ""안전하게 해석""하기 위한 최소 조건만 확보한다

Onboarding은
""정보 수집 설문""이 아니라
""해석 기준을 세팅하는 과정""이다.

---

## 전체 UX Flow (3–5분)

Intro
→ 안전/약물 상태 확인
→ 섭식 루프 경험 확인
→ 신체/호르몬 변동 요인
→ 목표 프레임 설정
→ 사용 환경 파악
→ 시작

총 5~7 Screens
모든 질문은 선택형 / 토글 / 카드형
숫자 입력 없음
정답 개념 없음

---

## Screen 0. Intro (심리적 방어 해제)

### 목적
- 평가받는 느낌 제거
- 앱의 관점 선언

### UI
- Full screen
- Text + soft transition

### Copy
""이 앱은
얼마나 먹었는지보다
어떤 상태에서 먹는지를 함께 살펴봅니다.""

""몇 가지 질문은
더 안전한 가이드를 위해 필요해요.""

CTA: 시작하기

---

## Screen 1. 안전 & 약물 상태 (필수)

### 목적
- GLP-1 / 당뇨 / 약물 여부에 따라
식사 데이터 해석 방식과 개입 강도를 분리하기 위함
- Safety Layer (면책 + 윤리 + 해석 정확도)

---

### Q1. 현재 식욕이나 포만감에 영향을 주는 약을 복용 중인가요?

UI: 카드 선택형 (복수 선택 가능)

Options:
- GLP-1 계열 약 (위고비 / 삭센다 / 마운자로 등)
- 식욕·기분·신경계 관련 약 (항우울제, ADHD 약 등)
- 해당 없음
- 잘 모르겠어요

Micro copy:
""이 정보는 식사 가이드를 조절하기 위해서만 사용돼요.""

---

### Q2. 혈당이나 당뇨 관련 진단을 받은 적이 있나요?

UI: 단일 선택

Options:
- 없음
- 당뇨 전단계
- 제2형 당뇨
- 잘 모르겠어요

---

## Screen 2. 섭식 루프 경험 (위험 플래그)

### 목적
- 진단명이 아닌 ""루프 위험도"" 파악
- 이후 개입 언어/강도/권장 루틴 분기

---

### Q3. 아래 경험 중 해당되는 것이 있나요? (복수 선택)

UI: 체크박스

Options:
- 멈추고 싶어도 조절이 안 되는 식사 경험
- 스트레스 후 후회가 크게 남는 식사
- 먹고 나서 몸이나 마음을 힘들게 했던 행동
- 해당 없음

Micro copy:
""정답은 없어요.
지금까지의 경험을 알려주면 충분해요.""

---

## Screen 3. 신체/호르몬 변동 요인 (조건부)

### 목적
- 실패가 아닌 ""상태 윈도우""로 해석하기 위함
- PMS / 수면 / 스트레스 루프 분리

---

### Q4. 특정 시기에 식욕이나 감정이 크게 변하나요?

UI: 토글 / 복수 선택

Options:
- 생리 전후
- 수면 부족할 때
- 스트레스가 많을 때
- 특별히 없음

---

## Screen 4. 목표 프레임 설정 (해석 기준점)

### 목적
- 같은 행동이라도 해석이 달라지는 기준점 확보
- 성공/실패 판단 기준을 사용자 스스로 선택

---

### Q5. 지금 이 앱을 통해 가장 바라는 변화는 무엇인가요?

UI: 카드형 (1개 선택)

Options:
- 식욕·폭식이 덜 흔들렸으면 해요
- 체중 변화가 부담 없이 일어났으면 해요
- 내 몸 감각을 다시 믿고 싶어요
- 스트레스 때문에 먹지 않았으면 해요

Micro copy:
""나중에 언제든 바꿀 수 있어요.""

---

## Screen 5. 식사 환경 파악 (경량)

### 목적
- 루프는 음식이 아니라
시간·환경·사회적 맥락에서 발생

---

### Q6-1. 하루 평균 식사는?

Options:
- 2끼 이하
- 3끼
- 그때그때 달라요

### Q6-2. 주로 누구와 먹나요?

Options:
- 혼자
- 누군가와 함께
- 반반

---

## Screen 6. 시작 선언 (정체성 고정)

### 목적
- 앱의 철학을 행동으로 연결

---

### Copy
""이제부터
고치려는 식사가 아니라
이해하는 식사를 시작해요.""

""오늘의 상태부터
가볍게 기록해볼까요?""

CTA:
오늘의 첫 식사 시작하기

---

## UX 원칙 (팀 공통)

- 숫자 입력 금지 (체중, 칼로리, 목표 수치)
- 점수화 금지
- 진단/평가 어휘 금지
- ""잘 모르겠어요"" 항상 허용
- 모든 응답은 이후 수정 가능

Onboarding은
사용자를 정의하는 과정이 아니라
해석 규칙을 세팅하는 과정이다.",,"December 15, 2025 10:04 PM",High,Yes,진행 중,파일럿 프로젝트 후보 (https://www.notion.so/f11bfaa292ad463cb38bd20c4a4c7d0b?pvs=21),In progress,,,
[단님] 후보 태스크 2-1 – Today(기록) 페이지 상태 기록 UX 설계안,"December 10, 2025",김은향,"December 14, 2025 5:16 PM","후보(단님)용 파일럿 태스크 2-1: Today(기록) 페이지 – 다이어리형 상태 기록 UX 설계.

# Today(기록) 페이지 — 다이어리형 상태 기록 UX 설계안

## 전제
- Today 페이지는 ""행동 입력 페이지""가 아니라
  → 하루를 쌓아두는 다이어리 페이지다
- + 버튼은 보조 수단
- 주요 기록은 페이지 상단에서 ""항상 보이는 상태 입력""으로 이뤄진다

---

## 전체 구조 (현재 UI 기준)

[ 달력 (날짜 선택) ]

[ 상태 기록 바 (상단 고정) ]   ← 신규
--------------------------------
[ 식사 일기 리스트 ]
--------------------------------
[ + 버튼 (보조 입력) ]

---

## 상태 기록 바 (Core UI)

### 위치
- 달력 바로 아래
- 식사 일기 리스트 바로 위 
- 스크롤해도 고정 or 반고정

---

## 상태 아이콘 구성 (비활성 기본)

초기 상태:
- 모든 아이콘은 투명 / 비활성
- ""기록 안 함""이라는 의미는 아님
- 그냥 아직 채워지지 않은 오늘의 페이지

💧  물   |   😖 스트레스   |   🌸 PMS
(아이콘 + 아주 작은 라벨)

---

## 인터랙션 설계 (핵심)

### 1️⃣ 아이콘 탭 → 즉시 슬라이드 입력

- 아이콘을 누르면
- 해당 아이콘만 활성화
- 페이지 이동 ❌
- 모달 ❌
- Bottom Sheet ❌

→ 아이콘 아래에 바로 슬라이더 등장

---

### 💧 물 기록 예시

UI:
- 0L —— 0.5L —— 1L —— 1.5L —— 2L+
- 손가락으로 쓸어 올리듯 조절

특징:
- 숫자 직접 입력 ❌
- 정확도 강요 ❌
- ""대충 여기쯤"" 감각적 입력

저장:
- 슬라이드 놓는 순간 자동 저장
- 완료 버튼 없음

---

### 😖 스트레스 기록 예시

UI:
- 게이지형 슬라이더
- 라벨 없음 또는 아주 추상적

낮음 —— 중간 —— 높음

의미:
- 감정 분석 ❌
- 오늘 전반적인 부담감 체감 정도

---

### 🌸 PMS 기록 예시

UI:
- 단계 선택형 or 짧은 슬라이드

Options:
- 해당 없음
- PMS 초기
- PMS 중
- PMS 후반

※ 날짜 계산 ❌
※ 주기 예측 ❌
※ 그냥 ""오늘 느낌""

---

## 입력 완료 후 상태 변화

- 아이콘: opacity 100%
- 슬라이더 값은 접힘
- 아이콘 자체가 ""오늘의 기록 결과""를 시각적으로 표현

예:
- 💧 아이콘 아래 작은 바 70% 채워짐
- 😖 아이콘 색 진하기로 강도 표현
- 🌸 아이콘 활성화 여부만 표시

---

## UX적으로 중요한 포인트 (절대 규칙)

### ❌ 하지 말 것
- 입력 완료 버튼
- “오늘 물 섭취량”
- “스트레스 관리 필요”
- 기록 알림 / 미입력 알림

### ⭕ 반드시 지킬 것
- 언제든 다시 눌러서 수정 가능
- 기록 안 해도 아무 말도 안 함
- 판단/피드백은 Today 페이지에서 절대 안 함

---

## + 버튼과의 관계 정리

### + 버튼의 역할
- 상세 식사 일기
- 사진 / 메모 / 식후감정

### 상태 기록 바의 역할
- 하루의 배경
- 식사를 해석하기 위한 맥락

→ 서로 경쟁하지 않고 역할이 다름

---

## 데이터 구조 관점 요약

- 상태 기록 바 입력
  → LoopStateWindow (daily / meso)
- 식사 일기
  → Event (meal)
- 두 데이터는
  → 같은 날짜 / 같은 dayKey로 자동 연결

---

## 이 설계의 가장 큰 장점

- 유저 입장:
  ""오늘 페이지를 채워두는 느낌""
- 시스템 입장:
  ""식사를 설명하는 고품질 맥락 데이터""",,"December 14, 2025 6:43 PM",High,Yes,진행 중,파일럿 프로젝트 후보 (https://www.notion.so/f11bfaa292ad463cb38bd20c4a4c7d0b?pvs=21),Not started,,,
[단님] 후보 태스크 2-2 – 식사 저장 시 ‘기록 기회 리마인드’ UX 설계,"December 11, 2025",김은향,"December 14, 2025 5:16 PM","후보(단님)용 파일럿 태스크 2-2: 식사 저장 시 ‘기록 기회 리마인드’ UX 구조 설계.

# 식사 저장 시 ‘기록 기회 리마인드’ UX 구조 설계

## 개념 정의 (Naming)

이 기능은:
❌ 팝업
❌ 알림
❌ 요청

이 아니다.

이 기능의 정체성은:
→ Record Opportunity Reminder
→ “기록 기회 리마인드”

의미:
- 유저가 놓쳤을 수 있는 기록을
- 조용히, 한 번 더 열어주는 UX 장치

---

## 설계 목적 (Why)

- Today 페이지 상단에서
  물 / 스트레스 / PMS 등을 기록할 수 있지만
- 모든 유저가 항상 그 타이밍에 기록하지는 않는다

식사 직후는:
- 몸 상태를 가장 정확하게 회상할 수 있는 순간
- “아 맞다”가 자연스럽게 발생하는 타이밍

따라서:
→ 강요 없는 2차 기록 기회 제공은 유효하다

---

## 핵심 원칙 (절대 조건)

### 원칙 1. 팝업처럼 느껴지면 실패
- 모달 ❌
- Alert ❌
- 화면 차단 ❌

→ 페이지 흐름을 끊지 않는다

---

### 원칙 2. 질문이 아니라 ‘초대’
❌ “기록하지 않았어요”
❌ “입력해주세요”
❌ “필수입니다”

⭕ “원하면 함께 남길 수 있어요”
⭕ “지금 떠오른 게 있다면”

---

### 원칙 3. 하루 1회, 조용히
- 동일 날짜 기준 최대 1회
- 한 번 스킵하면:
  → 같은 날 다시 노출 ❌

---

### 원칙 4. 스킵이 기본값
- 기록보다
- “그냥 넘어가기”가 더 쉬워야 한다

---

## 트리거 조건 (When)

다음 조건을 모두 만족할 때만 노출:

- 식사 저장 완료 시점
- AND 오늘 날짜 기준
- 💧 물
- 😖 스트레스
- 🌸 PMS
중 1개 이상 미기록 상태

※ 모두 기록된 경우 → 절대 노출 ❌

---

## 노출 방식 (How)

### 형태
- 팝업 ❌
- 인라인 카드 ⭕️

### 위치
- 식사 저장 완료 직후
- 식후 일기 화면 하단
- 스크롤을 막지 않음

---

## 카드 구성 (UI)

### Title
""오늘의 상태도 함께 남겨볼까요?""

### Sub copy
""식사를 이해하는 데 도움이 될 수 있어요.
지금 아니어도 괜찮아요.""

---

### 상태 아이콘 영역
💧 물     😖 스트레스     🌸 PMS
(비활성) (비활성)        (비활성)

- 아이콘 탭 → 즉시 슬라이드 입력
- 입력 즉시 자동 저장
- 완료 버튼 없음

---

### CTA 영역

[ 그냥 넘어가기 ]   ← 기본 강조
[ 같이 기록하기 ]   ← 보조

※ ‘그냥 넘어가기’는
아무 기록도 남기지 않고 카드만 사라짐

---

## 인터랙션 디테일

- 아이콘 하나만 입력해도 충분
- 여러 개 입력 가능
- 입력 중에도 언제든 카드 닫기 가능
- 카드 닫힘 이후:
  → 해당 날짜 재노출 없음

---

## 절대 금지 UX (Anti-pattern)

❌ “오늘 물 기록이 없습니다”
❌ “스트레스 기록을 추천해요”
❌ “기록하면 분석 정확도가 올라가요”
❌ 연속 노출
❌ 미기록 상태 강조

이 순간부터
유저는 ‘관리당한다’고 느낀다.

---

## 데이터 처리 원칙 (내부)

- 이 카드 자체는
  → 기록 요청 이벤트가 아니라
  → 기록 기회 제공 이벤트

- 스킵 여부:
  → 내부 행동 데이터로만 사용
  → 유저에게 피드백/언급 ❌

---

## UX 정체성 문장 (팀 공통 인식)

이 기능은
유저를 움직이게 하려는 장치가 아니라,

기록하고 싶을 때,
기록할 수 있는 여백을 한 번 더 열어주는 장치다.

---

## 한 줄 결론

식사 저장 시 상태 기록을 다시 묻는 것은 가능하다.

단,
그것은 팝업이 아니라 다이어리 페이지의 여백처럼 스쳐가는 리마인드여야 한다.",,"December 14, 2025 7:11 PM",High,Yes,진행 중,파일럿 프로젝트 후보 (https://www.notion.so/f11bfaa292ad463cb38bd20c4a4c7d0b?pvs=21),Not started,,,
펀딩 오픈 전 환불 규정 수정(와디즈 문의),"December 15, 2025",한명학,"December 14, 2025 8:11 PM",,,"December 15, 2025 11:34 AM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
1:1 코칭 진행,"December 14, 2025",한명학,"December 14, 2025 10:57 PM",,,"December 14, 2025 10:58 PM",High,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
코칭 참가자 대상 식후감정일기 피드백,"December 14, 2025",한명학,"December 14, 2025 10:58 PM",,,"December 16, 2025 4:34 PM",High,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
[YouTube/W31] 썸네일 만들기,"December 15, 2025",김은향,"December 15, 2025 12:33 PM","W31 유튜브 본편 영상 썸네일 시안 1~2개를 제작하고 최종 1개를 확정한다.
- 썸네일 문구/톤이 영상 메시지와 잘 맞는지 확인
- 모바일/데스크톱에서 모두 잘 보이는지 체크
- 최종 선택안 Notion 페이지 또는 파일로 저장",,"December 15, 2025 1:47 PM",High,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Done,오후,,
